ticket_id,customer_id,issue_category,description,sentiment,priority
TKT-272289,C00477,Account,Just a general question about features.,Positive,Low
TKT-687882,C00477,Integration,Just a general question about features.,Positive,High
TKT-484978,C00478,Billing,Update credit card info.,Neutral,Low
TKT-976076,C00479,Integration,Just a general question about features.,Neutral,Low
TKT-979637,C00480,Billing,Good service.,Neutral,High
TKT-578269,C00480,Billing,Good service.,Positive,High
TKT-932162,C00480,Account,Just a general question about features.,Neutral,High
TKT-768307,C00480,Technical,How do I reset my password?,Positive,Low
TKT-204192,C00480,Account,Just a general question about features.,Positive,Medium
TKT-798128,C00481,Performance,Just a general question about features.,Neutral,Medium
TKT-165085,C00481,Security,Just a general question about features.,Positive,Medium
TKT-775131,C00481,Feature Request,Just a general question about features.,Positive,Medium
TKT-662284,C00482,Account,Just a general question about features.,Neutral,Low
TKT-882994,C00482,Security,Just a general question about features.,Neutral,Low
TKT-654537,C00483,Account,Just a general question about features.,Neutral,Medium
TKT-289431,C00483,Technical,Works great but I have a question on API limits.,Positive,Low
TKT-967078,C00483,Feature Request,Just a general question about features.,Neutral,Low
TKT-739664,C00484,Billing,Update credit card info.,Neutral,Low
TKT-655836,C00485,Account,Just a general question about features.,Neutral,Medium
TKT-864537,C00485,Feature Request,Just a general question about features.,Positive,Low
TKT-884049,C00485,Billing,Can you send me last month's receipt?,Positive,Medium
TKT-150874,C00487,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-840695,C00487,Account,"Terrible experience, not working as expected.",Neutral,Low
TKT-683256,C00487,Technical,Your API is too slow and throwing 500 errors.,Neutral,High
TKT-924407,C00487,Integration,"Terrible experience, not working as expected.",Negative,Medium
TKT-772017,C00488,Performance,Just a general question about features.,Neutral,High
TKT-165575,C00488,Integration,Just a general question about features.,Negative,High
TKT-143561,C00488,Feature Request,Just a general question about features.,Positive,High
TKT-977633,C00489,Account,Just a general question about features.,Positive,Low
TKT-330976,C00489,Integration,Just a general question about features.,Positive,Medium
TKT-560754,C00490,Account,Just a general question about features.,Positive,High
TKT-121541,C00490,Technical,Works great but I have a question on API limits.,Neutral,Low
TKT-604356,C00491,Account,Just a general question about features.,Neutral,Low
TKT-124546,C00491,Feature Request,Just a general question about features.,Neutral,Low
TKT-294894,C00492,Security,Just a general question about features.,Positive,Medium
TKT-968335,C00492,Billing,Can you send me last month's receipt?,Neutral,Medium
TKT-153668,C00493,Performance,Just a general question about features.,Positive,Low
TKT-895842,C00493,Account,Just a general question about features.,Positive,Low
TKT-642984,C00494,Feature Request,Just a general question about features.,Positive,Low
TKT-601427,C00494,Billing,Can you send me last month's receipt?,Negative,Low
TKT-886797,C00494,Technical,Works great but I have a question on API limits.,Positive,High
TKT-813145,C00495,Performance,Just a general question about features.,Positive,High
TKT-518947,C00495,Account,Just a general question about features.,Neutral,High
TKT-966127,C00495,Billing,Can you send me last month's receipt?,Neutral,Low
TKT-979127,C00496,Feature Request,Just a general question about features.,Neutral,Medium
TKT-982160,C00497,Account,Just a general question about features.,Positive,Low
TKT-198290,C00497,Feature Request,Just a general question about features.,Positive,Low
TKT-362406,C00497,Security,Just a general question about features.,Positive,Low
TKT-388034,C00497,Feature Request,Just a general question about features.,Neutral,Low
TKT-502017,C00498,Feature Request,Just a general question about features.,Negative,Medium
TKT-238379,C00499,Feature Request,Just a general question about features.,Neutral,Medium
TKT-755126,C00500,Performance,Just a general question about features.,Positive,Low
TKT-100602,C00501,Billing,Update credit card info.,Neutral,Low
TKT-497202,C00502,Performance,Just a general question about features.,Neutral,High
TKT-720999,C00502,Technical,How do I reset my password?,Negative,High
TKT-231728,C00502,Integration,Just a general question about features.,Neutral,Medium
TKT-222026,C00502,Security,Just a general question about features.,Positive,Low
TKT-133100,C00503,Security,Just a general question about features.,Neutral,Low
TKT-998092,C00503,Security,Just a general question about features.,Neutral,Low
TKT-160297,C00505,Performance,Just a general question about features.,Positive,High
TKT-368432,C00505,Security,Just a general question about features.,Neutral,Low
TKT-671482,C00506,Security,Just a general question about features.,Neutral,Low
TKT-481556,C00507,Integration,Just a general question about features.,Neutral,Low
TKT-947793,C00507,Billing,Can you send me last month's receipt?,Positive,Medium
TKT-449259,C00508,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-239786,C00508,Billing,I was overcharged on my last invoice.,Neutral,Medium
TKT-349871,C00508,Integration,"Terrible experience, not working as expected.",Neutral,Medium
TKT-204346,C00508,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-805431,C00508,Billing,"Cancel my subscription, too expensive.",Neutral,Low
TKT-283770,C00509,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-240904,C00509,Account,"Terrible experience, not working as expected.",Negative,Medium
TKT-726732,C00509,Billing,I was overcharged on my last invoice.,Negative,Low
TKT-521002,C00509,Feature Request,"Terrible experience, not working as expected.",Neutral,High
TKT-927426,C00509,Billing,Why did my price go up?,Neutral,Medium
TKT-701664,C00509,Billing,"Cancel my subscription, too expensive.",Negative,Low
TKT-966515,C00510,Feature Request,Just a general question about features.,Positive,Low
TKT-196617,C00510,Technical,How do I reset my password?,Neutral,Medium
TKT-906460,C00512,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-104151,C00512,Billing,"Cancel my subscription, too expensive.",Negative,Low
TKT-310141,C00512,Feature Request,"Terrible experience, not working as expected.",Negative,Medium
TKT-227499,C00512,Performance,"Terrible experience, not working as expected.",Negative,High
TKT-415946,C00512,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-293335,C00513,Integration,Just a general question about features.,Positive,Low
TKT-916079,C00513,Security,Just a general question about features.,Neutral,Low
TKT-119435,C00513,Account,Just a general question about features.,Positive,Low
TKT-727813,C00513,Integration,Just a general question about features.,Negative,Low
TKT-952236,C00513,Integration,Just a general question about features.,Neutral,Low
TKT-143677,C00514,Security,Just a general question about features.,Positive,Low
TKT-396971,C00515,Feature Request,Just a general question about features.,Neutral,Low
TKT-818032,C00515,Account,Just a general question about features.,Positive,High
TKT-916107,C00517,Security,Just a general question about features.,Positive,Medium
TKT-335787,C00518,Performance,Just a general question about features.,Negative,Low
TKT-500651,C00518,Security,Just a general question about features.,Positive,Low
TKT-723900,C00519,Security,Just a general question about features.,Neutral,Low
TKT-879452,C00519,Technical,Works great but I have a question on API limits.,Negative,High
TKT-493343,C00520,Security,Just a general question about features.,Neutral,Medium
TKT-952725,C00520,Technical,Need help setting up SSO.,Positive,Medium
TKT-612099,C00520,Performance,Just a general question about features.,Neutral,Low
TKT-800983,C00522,Feature Request,Just a general question about features.,Positive,Low
TKT-399675,C00522,Technical,Works great but I have a question on API limits.,Negative,Low
TKT-525187,C00522,Billing,Good service.,Positive,Low
TKT-671949,C00523,Account,"Terrible experience, not working as expected.",Negative,Medium
TKT-808851,C00523,Performance,"Terrible experience, not working as expected.",Negative,Medium
TKT-799625,C00523,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-579566,C00524,Performance,Just a general question about features.,Neutral,Low
TKT-122293,C00525,Integration,Just a general question about features.,Negative,High
TKT-283561,C00525,Billing,Can you send me last month's receipt?,Positive,Medium
TKT-347555,C00526,Performance,Just a general question about features.,Positive,Low
TKT-927241,C00527,Technical,Need help setting up SSO.,Positive,Low
TKT-949119,C00527,Integration,Just a general question about features.,Positive,Medium
TKT-106642,C00527,Integration,Just a general question about features.,Negative,Medium
TKT-897973,C00528,Account,Just a general question about features.,Positive,High
TKT-991948,C00529,Performance,Just a general question about features.,Positive,Low
TKT-467741,C00529,Feature Request,Just a general question about features.,Neutral,Low
TKT-834668,C00529,Account,Just a general question about features.,Positive,Low
TKT-327924,C00530,Account,Just a general question about features.,Neutral,Medium
TKT-175624,C00530,Integration,Just a general question about features.,Neutral,Low
TKT-916976,C00531,Technical,Works great but I have a question on API limits.,Positive,High
TKT-753278,C00531,Technical,Works great but I have a question on API limits.,Positive,Low
TKT-972097,C00531,Performance,Just a general question about features.,Neutral,High
TKT-397203,C00533,Performance,"Terrible experience, not working as expected.",Neutral,Medium
TKT-485328,C00533,Integration,"Terrible experience, not working as expected.",Negative,Medium
TKT-332610,C00533,Billing,Why did my price go up?,Negative,Low
TKT-889989,C00533,Performance,"Terrible experience, not working as expected.",Neutral,Medium
TKT-641618,C00533,Billing,Why did my price go up?,Negative,Low
TKT-494626,C00534,Performance,Just a general question about features.,Positive,Low
TKT-217830,C00535,Account,Just a general question about features.,Neutral,Medium
TKT-459825,C00535,Technical,How do I reset my password?,Positive,Medium
TKT-113868,C00535,Billing,Good service.,Neutral,Medium
TKT-641646,C00536,Integration,Just a general question about features.,Neutral,Medium
TKT-878258,C00536,Billing,Update credit card info.,Neutral,Medium
TKT-955663,C00537,Feature Request,"Terrible experience, not working as expected.",Negative,Low
TKT-363797,C00537,Security,"Terrible experience, not working as expected.",Negative,Low
